classification_record_id,数据快照,分类规则版本,standard原值,standard规范值,viol_type,citation汇总数,当前删除状态汇总数,官方标准说明入口,初分人员,初分主类,初分副类1,初分副类2,初分命中规则编号,初分信心,初分是否不确定,初分不确定原因,初分依据,复核人员,复核主类,复核副类1,复核副类2,复核命中规则编号,复核信心,复核是否不确定,复核不确定原因,复核依据,是否主类一致,是否全部一致,最终主类,最终副类1,最终副类2,裁定命中规则编号,裁定依据,裁定人,专业复核人,是否Other或Unmapped,未映射原因,初分文件SHA256,复核文件SHA256,初分日期,复核日期,裁定日期,状态,备注
C000052,,v6-OSHA官网验证版,032002900401,032002900401,O,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 032002900401,非目标标准体系: 032002900401,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000053,,v6-OSHA官网验证版,0320030004,0320030004,O,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0320030004,非目标标准体系: 0320030004,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000054,,v6-OSHA官网验证版,032003200401,032003200401,S,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 032003200401,非目标标准体系: 032003200401,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000055,,v6-OSHA官网验证版,0320033001 A,0320033001 A,S,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0320033001 A,非目标标准体系: 0320033001 A,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000056,,v6-OSHA官网验证版,0320033008,0320033008,S,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0320033008,非目标标准体系: 0320033008,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000057,,v6-OSHA官网验证版,0320034002 A,0320034002 A,S,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0320034002 A,非目标标准体系: 0320034002 A,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000058,,v6-OSHA官网验证版,0320034002 B,0320034002 B,S,1,0,,刘诗曼,R1,,,R1,高,否,,加州8CCR 0320 高压电气,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0320034002 B,非目标标准体系: 0320034002 B,否,否,R1,,,R1,维持初分；初分依据基于OSHA官网Subpart映射/Cornell Law加州8CCR,刘诗曼,,否,,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000059,,v6-OSHA官网验证版,0450004501,0450004501,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450004501,非目标标准体系: 0450004501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000060,,v6-OSHA官网验证版,0450005501,0450005501,O,5,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450005501,非目标标准体系: 0450005501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000061,,v6-OSHA官网验证版,0450005501,0450005501,R,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450005501,非目标标准体系: 0450005501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000062,,v6-OSHA官网验证版,0450005501,0450005501,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450005501,非目标标准体系: 0450005501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000063,,v6-OSHA官网验证版,0450005505,0450005505,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450005505,非目标标准体系: 0450005505,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000064,,v6-OSHA官网验证版,04500065,04500065,O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 04500065,非目标标准体系: 04500065,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000065,,v6-OSHA官网验证版,04500065,04500065,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 04500065,非目标标准体系: 04500065,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000066,,v6-OSHA官网验证版,0450006501,0450006501,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450006501,非目标标准体系: 0450006501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000067,,v6-OSHA官网验证版,0450006501,0450006501,S,3,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450006501,非目标标准体系: 0450006501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000068,,v6-OSHA官网验证版,0450006503 B,0450006503 B,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450006503 B,非目标标准体系: 0450006503 B,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000069,,v6-OSHA官网验证版,0450006503 B,0450006503 B,S,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450006503 B,非目标标准体系: 0450006503 B,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000070,,v6-OSHA官网验证版,0450006505,0450006505,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450006505,非目标标准体系: 0450006505,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000071,,v6-OSHA官网验证版,0450006506,0450006506,O,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450006506,非目标标准体系: 0450006506,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000072,,v6-OSHA官网验证版,0450007501,0450007501,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450007501,非目标标准体系: 0450007501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000073,,v6-OSHA官网验证版,0450007507,0450007507,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450007507,非目标标准体系: 0450007507,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000074,,v6-OSHA官网验证版,0450008503,0450008503,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450008503,非目标标准体系: 0450008503,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000075,,v6-OSHA官网验证版,0450009502,0450009502,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450009502,非目标标准体系: 0450009502,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000076,,v6-OSHA官网验证版,0450010501,0450010501,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450010501,非目标标准体系: 0450010501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000077,,v6-OSHA官网验证版,045001250101,045001250101,R,1,0,,刘诗曼,R9,,,R9,低,是,纽约州12 NYCRR 州计划标准-无官方分类表,纽约州12 NYCRR 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 045001250101,非目标标准体系: 045001250101,是,否,R9,,,R9,双方一致,刘诗曼,,是,纽约州12 NYCRR 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000078,,v6-OSHA官网验证版,0450012503,0450012503,O,3,0,,刘诗曼,R9,,,R9,低,是,纽约州12 NYCRR 州计划标准-无官方分类表,纽约州12 NYCRR 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450012503,非目标标准体系: 0450012503,是,否,R9,,,R9,双方一致,刘诗曼,,是,纽约州12 NYCRR 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000079,,v6-OSHA官网验证版,0450025507,0450025507,O,6,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450025507,非目标标准体系: 0450025507,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000080,,v6-OSHA官网验证版,0450025507,0450025507,R,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450025507,非目标标准体系: 0450025507,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000081,,v6-OSHA官网验证版,0450025512,0450025512,O,1,0,,刘诗曼,R9,,,R9,低,是,纽约州12 NYCRR 州计划标准-无官方分类表,纽约州12 NYCRR 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450025512,非目标标准体系: 0450025512,是,否,R9,,,R9,双方一致,刘诗曼,,是,纽约州12 NYCRR 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000082,,v6-OSHA官网验证版,045002850101,045002850101,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 045002850101,非目标标准体系: 045002850101,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000083,,v6-OSHA官网验证版,0450029510,0450029510,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450029510,非目标标准体系: 0450029510,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000084,,v6-OSHA官网验证版,0450030502 B,0450030502 B,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450030502 B,非目标标准体系: 0450030502 B,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000085,,v6-OSHA官网验证版,0450030502 C,0450030502 C,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450030502 C,非目标标准体系: 0450030502 C,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000086,,v6-OSHA官网验证版,045003050204,045003050204,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 045003050204,非目标标准体系: 045003050204,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000087,,v6-OSHA官网验证版,0450032501,0450032501,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032501,非目标标准体系: 0450032501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000088,,v6-OSHA官网验证版,0450032501,0450032501,S,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032501,非目标标准体系: 0450032501,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000089,,v6-OSHA官网验证版,0450032502 B,0450032502 B,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032502 B,非目标标准体系: 0450032502 B,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000090,,v6-OSHA官网验证版,0450032502 E,0450032502 E,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032502 E,非目标标准体系: 0450032502 E,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000091,,v6-OSHA官网验证版,0450032504,0450032504,O,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032504,非目标标准体系: 0450032504,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000092,,v6-OSHA官网验证版,0450032504,0450032504,S,3,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032504,非目标标准体系: 0450032504,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000093,,v6-OSHA官网验证版,0450032512 D,0450032512 D,S,2,0,,刘诗曼,R9,,,R9,低,是,纽约州12 NYCRR 州计划标准-无官方分类表,纽约州12 NYCRR 州计划标准-无官方分类表,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032512 D,非目标标准体系: 0450032512 D,是,否,R9,,,R9,双方一致,刘诗曼,,是,纽约州12 NYCRR 州计划标准-无官方分类表,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000094,,v6-OSHA官网验证版,0450032516,0450032516,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450032516,非目标标准体系: 0450032516,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000095,,v6-OSHA官网验证版,0450033502 A,0450033502 A,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450033502 A,非目标标准体系: 0450033502 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000096,,v6-OSHA官网验证版,0450033502 B,0450033502 B,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450033502 B,非目标标准体系: 0450033502 B,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000097,,v6-OSHA官网验证版,0450033503 A,0450033503 A,S,2,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450033503 A,非目标标准体系: 0450033503 A,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000098,,v6-OSHA官网验证版,0450033503 B,0450033503 B,S,3,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450033503 B,非目标标准体系: 0450033503 B,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
C000099,,v6-OSHA官网验证版,0450033503 E,0450033503 E,S,1,0,,刘诗曼,R9,,,R9,低,是,非1910/1926系列标准-无法分类,非1910/1926系列标准-无法分类,冯婧,R9,NA,NA,R9,低,是,非1910/1926/1904/1903系列: 0450033503 E,非目标标准体系: 0450033503 E,是,否,R9,,,R9,双方一致,刘诗曼,,是,非1910/1926系列标准-无法分类,,d3a34e3041b849dade605763144c18860e7c00f7f6ddfd2eb0e2f7cf48420556,2026/8/18,2026/8/18,2026/8/18,已裁定,
